epoch,train_loss,train_acc,val_acc
1,0.22830474060905345,0.9397515527950311,0.9913978494623656
2,0.07984653080220831,0.9782608695652174,0.9935483870967742
3,0.0873062771289709,0.9801242236024845,1.0
4,0.07006699789339964,0.9832298136645963,0.9956989247311828
5,0.029019613574647763,0.9937888198757764,0.9978494623655914
6,0.01603994143334521,0.9950310559006211,1.0
7,0.032229197212313106,0.9944099378881988,1.0
8,0.009230157619744949,0.9987577639751553,0.9978494623655914
